username, created_at, lng, lat, text
_mjstewart_, Fri Apr 24 03:04:34 +0000 2020, -84.392722, 39.062022, @trequartbeasta @FauxJeaux @19OliveRWalkeR @schuster1127 @Jaydenlaw23 @d_dubois16 Na us natives live like this 
SullenSeason, Fri Apr 24 03:04:34 +0000 2020, -84.433106, 33.767195, So do you take Queen over Love...? I gotta know... 
hashleyharten, Fri Apr 24 03:04:34 +0000 2020, -117.661853, 34.119646, This book is awesome! 
BedRoomGNGSTA, Fri Apr 24 03:04:35 +0000 2020, -73.849441, 40.850347, Me taking the presidents advice to get rid of Coronas https://t.co/tMipv6b73Y 
j_cadillac1, Fri Apr 24 03:04:34 +0000 2020, -96.439486, 32.737248, Solo Dolo vibes tonight https://t.co/1PdfUdIVmm 
Kloss1, Fri Apr 24 03:04:35 +0000 2020, -88.055269, 45.835172, Well all the showcased players are gone for the Packers. Chargers just stole the OK LB from them. 
blackzacefron88, Fri Apr 24 03:04:35 +0000 2020, -80.206717, 26.700978, #LETSGO #GOBOYS https://t.co/MVdkXupcH0 
pelos_65, Fri Apr 24 03:04:35 +0000 2020, -106.568008, 31.452274, @Ajid90781773 😋💦🍆🍆🍆🍆🍆 
KingKmb707, Fri Apr 24 03:04:35 +0000 2020, -86.244729, 32.364145, Sike 
BIGWHITEEZ, Fri Apr 24 03:04:35 +0000 2020, -93.389864, 41.938228, @dwhite76961 
ThomasLovejoy, Fri Apr 24 03:04:35 +0000 2020, -122.630908, 45.536402, I’ll give it to the chargers, their two first round picks herbert and murray are the two guys who look the best in… https://t.co/1cMMpmKxHN 
JochaDay, Fri Apr 24 03:04:35 +0000 2020, -118.125196, 34.583629, Gahdammit 
Daniels__32, Fri Apr 24 03:04:35 +0000 2020, -75.587262, 40.252191, His profile not bad 
LegendaryLouie, Fri Apr 24 03:04:35 +0000 2020, -121.439383, 38.410428, 😬😬😬😬 
Dynamic_LaneFit, Fri Apr 24 03:04:35 +0000 2020, -112.124676, 33.552863, @Freckleface_fee 😂😂😂 she trying to mess up her future 
gracy2n, Fri Apr 24 03:04:35 +0000 2020, -80.631132, 35.401981, I was really about to fix my sleep schedule... but now that i feel disrespected....... I’ll be up till 5! What’s good!!!!! 😆😆😆😆 
lolababy97, Fri Apr 24 03:04:35 +0000 2020, -80.187553, 25.868938, Not replying til the draft over 😭 
irv_roland, Fri Apr 24 03:04:35 +0000 2020, -95.446486, 29.838495, @KennethMurray to Cali!! Let’s go!! 
roguerobinson, Fri Apr 24 03:04:35 +0000 2020, -79.913521, 43.260695, The john wick marathon continues #johnwick #johnwickchapter3 #JohnWick3 #trilogy #newrelease https://t.co/IWGj62yEUv 
jadacaakez, Fri Apr 24 03:04:35 +0000 2020, -122.228685, 37.791994, 😂😂😂😂😂😂 
PulsiveSpeedy, Fri Apr 24 03:04:35 +0000 2020, -75.386460, 39.145024, @PulsiveQuil B is the daughter 
anscanlon, Fri Apr 24 03:04:35 +0000 2020, -72.618040, 41.762063, 2012: ECE Fame - didn’t make finals2013: ECE Fame- didn’t make finals 2014: Spirit Kryptonite- didn’t make finals… https://t.co/2vyeMMWYdM 
nikroybal, Fri Apr 24 03:04:35 +0000 2020, -118.411907, 34.020789, @LindseyPHorvath Thank you! Keith Stanisiewski was a big part of the weho lgbt community. 
MissAnderson_27, Fri Apr 24 03:04:35 +0000 2020, -83.173867, 32.678207, Oh Lord, my baby doesn’t know who Barney is 😭 https://t.co/GaG9WNEklP 
SilveyESP, Fri Apr 24 03:04:35 +0000 2020, -82.570000, 34.833736, Chargers with two great picks tonight. Really wanted Murray in Baltimore tho. 
AnneChing9, Fri Apr 24 03:04:35 +0000 2020, -122.435979, 37.770657, @soledadobrien @JoyAnnReid Jill Stein owes people recount money 
Shaudhoops, Fri Apr 24 03:04:35 +0000 2020, -96.863795, 32.604153, @MoMo_theflash He went back ? 
1KingEazzy, Fri Apr 24 03:04:35 +0000 2020, -82.455800, 27.947300, Quarantine got ppl in their feelings. I haven’t left the house in 2 months and we still stacking it to the ceiling.… https://t.co/WbRF8pkHsq 
theyoungmariah_, Fri Apr 24 03:04:36 +0000 2020, -117.851089, 33.842863, @everafterwelive I’m MAD 
SSFCFOTY13, Fri Apr 24 03:04:36 +0000 2020, -122.330602, 47.614817, @Cascadia_Goose @WazzuCrew11 LOL 
langhorn_george, Fri Apr 24 03:04:36 +0000 2020, -80.926628, 33.631140, Just another stupid Republican, they have caused so much problems in the USKevin McCarthy pushing Nancy Pelosi for… https://t.co/802xVTw6OO 
youung_og, Fri Apr 24 03:04:35 +0000 2020, -73.948775, 40.655138, Guys a fraud . https://t.co/thYaXuuNFh 
JohnCFSS, Fri Apr 24 03:04:36 +0000 2020, -81.367773, 28.501678, Come on @UniversalORL, bring these back!!!! 
JohStephen, Fri Apr 24 03:04:36 +0000 2020, -83.804475, 27.698682, @AtlantaFalcons on Gang run me the jersey rn home away an alternate 
kenziephares, Fri Apr 24 03:04:36 +0000 2020, -82.036219, 41.283341, @shelabee9 Anywhere! Target, the at home store, bed bath and beyond, home goods in Avon! 
mccalllayne, Fri Apr 24 03:04:36 +0000 2020, -118.010579, 34.117285, @NFLDraft biggest pet peeve with y’all rn is me not seeing these families jump up in the air in excitement when pic… https://t.co/fM5CPnXHVN 
Marshall_XXIII, Fri Apr 24 03:04:36 +0000 2020, -81.112426, 40.917659, @Browns PLEASE trade up for Queen 
For1oH, Fri Apr 24 03:04:36 +0000 2020, -83.173867, 32.678207, ... and non 
GGeoghagan, Fri Apr 24 03:04:36 +0000 2020, -83.804475, 27.698682, @WoodleBrett14 My dude Jameis took the “Free” part to heart 🥴 
lolastorm31, Fri Apr 24 03:04:36 +0000 2020, -87.690207, 37.167224, U 
matt67442119, Fri Apr 24 03:04:36 +0000 2020, -81.734812, 41.384923, @Plastic_Man2388 @RealPaigeWWE You haven’t been able to see him, have you? 
Brian_A96, Fri Apr 24 03:04:36 +0000 2020, -96.602142, 32.774938, bro oh my god.what the hell man... 
Arcticwolff, Fri Apr 24 03:04:36 +0000 2020, -81.705467, 41.495940, @SharonIsrael10 @Blakdragonheart Happened to me. 
saran89300236, Fri Apr 24 03:04:36 +0000 2020, -82.573675, 27.473975, Another masterpiece well done by @Mariska @KelliGiddish @JGHyder @PeterScanavino @FINALLEVEL  as always you all may… https://t.co/q005PkQe2A 
CelinaBarajas1, Fri Apr 24 03:04:36 +0000 2020, -87.732013, 41.833585, @Ky1eLong I can't stop laughing at that 😂😂😂 
Filler8, Fri Apr 24 03:04:36 +0000 2020, -76.858238, 39.095843, @MTRaven51 @gamedaypsycho Saints going to take queen. Need a starting LB. not getting one now 
Dino13_25, Fri Apr 24 03:04:36 +0000 2020, -84.268340, 39.182743, Murray is gone. Praying for Queen or Baun with that 33rd pick. #JoeBurrowDey #Bengals 
KATHYMU44486199, Fri Apr 24 03:04:36 +0000 2020, -75.117998, 40.004866, @morningmika No you are not,if this doesn't  make them realize he's insane,what will? 
BenJKest, Fri Apr 24 03:04:36 +0000 2020, -74.113499, 40.981451, New XCOM Game in an hour! 
josephjones841, Fri Apr 24 03:04:36 +0000 2020, -79.861034, 35.170499, @itsmrsdietz hey how u been? 
Tracey_king58, Fri Apr 24 03:04:37 +0000 2020, -123.628864, 48.827250, You and every other person on the planet. 
Valenti_Andrew, Fri Apr 24 03:04:37 +0000 2020, -90.178629, 30.001244, .@Saints take Patrick Queen cowards 
CreativeKei_, Fri Apr 24 03:04:37 +0000 2020, -82.985772, 39.994684, @m33sh_baby https://t.co/JExNozV568 
driizys, Fri Apr 24 03:04:36 +0000 2020, -75.770041, 42.746617, ᵈʳᵉᵃᵐʸ https://t.co/vvpNMC33J6 
Rtimothyjones, Fri Apr 24 03:04:37 +0000 2020, -93.809434, 32.461107, @Joanna_Vitale You were awesome tonight!!!!! 
DJCanShoot_32, Fri Apr 24 03:04:37 +0000 2020, -78.895441, 35.990983, Strap just finished this year, Q Rob would of finish this year shitttt... same shit 
yupitsmimi, Fri Apr 24 03:04:37 +0000 2020, -73.849441, 40.850347, @BxpeJxy whats wrong with green? 
SeanWright82, Fri Apr 24 03:04:37 +0000 2020, -83.173867, 32.678207, Wow. I’m back looking at it. Ima say this. I’m looking at his whole season. He didn’t only get beat in the champion… https://t.co/I28tLJEzaU 
rulizzm1, Fri Apr 24 03:04:37 +0000 2020, -118.833043, 35.209038, Patriots on to something#TrevorLawrence 
LIsportsfans, Fri Apr 24 03:04:37 +0000 2020, -72.795967, 40.800762, @VodkaPunkVegas @SocialD1 @badreligion @Rancid @descendents @PunkArt1977 @RammyDarkside @RickMayer_Vinyl I also bel… https://t.co/dWgVyoLUwb 
shikinley, Fri Apr 24 03:04:37 +0000 2020, -95.446486, 29.838495, Starting to lose interest, something else has got my attention 
jayanze_, Fri Apr 24 03:04:37 +0000 2020, -118.397222, 33.864836, Man chargers my nee AFC team. Great draft for them 
RyaninCleveland, Fri Apr 24 03:04:37 +0000 2020, -80.926628, 33.631140, This is a fuccin flamethrower, Darren 
Creto82, Fri Apr 24 03:04:37 +0000 2020, -75.573863, 39.967324, @HowieRoseman you suck 
hotchman, Fri Apr 24 03:04:37 +0000 2020, -112.124676, 33.552863, Murray going to LAC is the only pick from the AFC west that bothers me a little for the @Chiefs what say you #ChiefsKingdom ? 
Pouncey2020, Fri Apr 24 03:04:37 +0000 2020, -77.277757, 42.883535, @alawsonlawyer @RapSheet I think he's going to pick Fromm or Eason 
FWRANSXM, Fri Apr 24 03:04:37 +0000 2020, -82.369663, 27.823076, @CoachZoneEyes @chris_polizzi @CoachTip_UTC @coachdowns_gary @coachLong95  @SVerbit @coachGristick @CoachRickyBrown… https://t.co/zhqOZduPpv 
chandlercaruso, Fri Apr 24 03:04:37 +0000 2020, -82.533074, 27.341121, @cj_wentz He fucking sucks 
its_McCurtis, Fri Apr 24 03:04:37 +0000 2020, -95.913642, 36.109392, Things this video showed me1. CeeDee Lamb going places 2. His momma isn’t a fan3. His girl might not make it to… https://t.co/UVBhBWeXGF 
Brett_Craft54, Fri Apr 24 03:04:37 +0000 2020, -84.241863, 40.147857, @TRoyal_44 @babycarl_20 So he could get immediate eligibility 
Dimitri_Penick, Fri Apr 24 03:04:37 +0000 2020, -79.002112, 35.054627, @_Shard7Era 😭😭😭😭😂😂😂 
Erincol11, Fri Apr 24 03:04:37 +0000 2020, -74.888516, 40.203370, He is unfit for the presidency and should be removed from office!! 
AirportCEONews, Fri Apr 24 03:04:37 +0000 2020, -82.506284, 28.017012, Listening to Doin 2 Much by Moneybagg Yo &amp; Yo Gotti on @PandoraMusichttps://t.co/5sAxndzQ37 https://t.co/X4Jihfvahi 
zoworlds, Fri Apr 24 03:04:37 +0000 2020, -79.997500, 40.441100, Link in bio check me out homies you’ll fuck with the song 💯💯💯💜💜 @ Pittsburgh, Pennsylvania https://t.co/ObncTXRdYF 
ceejj40, Fri Apr 24 03:04:37 +0000 2020, -77.604684, 41.117936, Mood 
DSarroseangel, Fri Apr 24 03:04:37 +0000 2020, -118.411907, 34.020789, @dispatchguy02 @Red6366 @Alisonrob48 @69hollywood78 @FryPeggy1 @Dean_th_Machine u welcome 😀 
sweetteasara, Fri Apr 24 03:04:37 +0000 2020, -73.831187, 40.670879, Ok I made the instagram page for my puppy pls follow. Ps everyone who said she’s annoying can square tf up rn… https://t.co/YyYHP4O4yA 
abcdem23, Fri Apr 24 03:04:38 +0000 2020, -98.540651, 29.417501, How I’m finna be tm 
Robo_Copp, Fri Apr 24 03:04:38 +0000 2020, -84.092503, 39.864239, Wake up Mike Brown. 
Cotton16Meagan, Fri Apr 24 03:04:38 +0000 2020, -97.978221, 30.355857, @RepVernonJones Many brilliant people vote for the best person to represent them and their country! If we only vote… https://t.co/mPIHXJlznL 
JohnnAlvarezz, Fri Apr 24 03:04:38 +0000 2020, -97.935192, 29.895606, @Christianc63 cap ‼️ 
TheRealTyBarber, Fri Apr 24 03:04:38 +0000 2020, -80.846785, 35.209059, @Coolquis_3 Aye I’ll with it Lmaoo. Soon as he step in the field I’m coppin that jersey 
SamD702, Fri Apr 24 03:04:38 +0000 2020, -86.680738, 32.576227, @JBone9884 @ktm_dawson Just draft Patrick Queen and hush. 
Morgann_Mariee_, Fri Apr 24 03:04:38 +0000 2020, -80.791823, 40.075313, Ok guys so even though Bernie quit campaigning, is he STILL on the ballot or no? 
wannabeerbad, Fri Apr 24 03:04:38 +0000 2020, -74.944125, 39.975444, @nastyflyergirl Down. It’s much better than pro. https://t.co/6OqiHX13Ya 
xoxxevee, Fri Apr 24 03:04:38 +0000 2020, -121.674607, 36.695242, Melanie sometimes makes me wanna cut my head off but I wouldn’t want life any other way I’m so thankful to be her mamma 💕 
VanessaFrancone, Fri Apr 24 03:04:38 +0000 2020, -79.272570, 43.629311, HIGHLY RECOMMEND 😭😭#HappinessContinues https://t.co/uJTarBwDD4 
ChefMark617, Fri Apr 24 03:04:38 +0000 2020, -75.242439, 39.801331, @Ike58Reese We took Maclin again? 
ThaMuva, Fri Apr 24 03:04:38 +0000 2020, -76.921232, 38.848156, Mfers act like you owe them a convo. Shit goes both ways 
simplysandyyxx, Fri Apr 24 03:04:38 +0000 2020, -117.559707, 33.929913, Yummm😳 
chrisblair876, Fri Apr 24 03:04:38 +0000 2020, -95.778712, 29.721989, @HollyHotwife How did he react? 
caliser786, Fri Apr 24 03:04:38 +0000 2020, -74.153947, 40.572376, @steelers @_BigBen7 And on the seventh day God sent us Big Ben Ben Roethlisberger #HereWeGo #Steelers 
Kathlee71068501, Fri Apr 24 03:04:38 +0000 2020, -97.724487, 35.391746, @JKV1979 @AlPetty232 @49Westend @SchreiberEvan Neither example is equivalent to a PARK. 
Maverick1914, Fri Apr 24 03:04:38 +0000 2020, -96.982788, 32.958255, @FourVerts Yea man. I think six kids in total he has adopted. Great story! 
exelkestler, Fri Apr 24 03:04:38 +0000 2020, -116.929102, 32.332876, Cuando empiezo a toser.Yo: https://t.co/94xjWaqHpP 
RealMitchHall69, Fri Apr 24 03:04:38 +0000 2020, -106.026119, 34.166235, Stefon who? 
nicksasser, Fri Apr 24 03:04:38 +0000 2020, -83.173867, 32.678207, @BrooksHulsey @harsh_jason 
_maryfernandez, Fri Apr 24 03:04:38 +0000 2020, -84.212973, 33.850397, @niggerologist_ @claudia_mata_ @MilahRomanov @La6Goddess @NikkiCallowayy If I’m obsessed then what are you? Lol.. y… https://t.co/FtM2Lmauf9 
sandrangel79, Fri Apr 24 03:04:39 +0000 2020, -98.408154, 29.416678, I love this song.  It sends such an inspiring message. Everyone should hear it. @ In My Room on My Bed https://t.co/cyEWrGObKD 
RaxxProd, Fri Apr 24 03:04:39 +0000 2020, -106.737438, 32.342299, How you pass up on Justin Jefferson ☹️ COME ONNNN BRO #FlyEaglesFly 
JMKolmansberger, Fri Apr 24 03:04:39 +0000 2020, -77.604684, 41.117936, Birx needs to be the first person to stand up to don, she cannot just sit there. Come on doc, be best. 
RolandB3, Fri Apr 24 03:04:38 +0000 2020, -95.446486, 29.838495, @cpmitz https://t.co/5t86dJFPMq 
Skythelimit39, Fri Apr 24 03:04:39 +0000 2020, -76.729713, 39.348221, @jeffzrebiec Our next best option @ ILB would be Gaithers if he is there in the 3rd in my opinion 
AjAhquin, Fri Apr 24 03:04:38 +0000 2020, -112.299813, 40.639154, Nessa here is a screenshot of you  putting you on my lock screen on my iPhone because you like to see yourself on e… https://t.co/UICveSetyJ 
BrookeTheDon, Fri Apr 24 03:04:39 +0000 2020, -95.990175, 30.083158, okay got the food ready for my babies... time to record 
hazycosmiclotus, Fri Apr 24 03:04:39 +0000 2020, -98.540651, 29.417501, I feel tired of myself. 
daddeeflexx1, Fri Apr 24 03:04:39 +0000 2020, -84.151150, 33.442425, @drichJunior FUUUUUUUUCCCKKKKKKKKKKKKKKKKKKKK 
DJBABYCHASE, Fri Apr 24 03:04:39 +0000 2020, -76.507809, 37.090301, I should have bought another bottle of whiskey. 
Kat_1433, Fri Apr 24 03:04:39 +0000 2020, -119.306608, 37.269176, Sooo Todd and I may or may not be driving to Springville to buy a Frenchie rn.......... 
Jamar2k, Fri Apr 24 03:04:39 +0000 2020, -100.076888, 31.168893, @DarrellNeloms @stlcty03 😂😂 
TylerPonozzo, Fri Apr 24 03:04:39 +0000 2020, -93.262046, 44.970610, GROSS 
lifecoach_miste, Fri Apr 24 03:04:39 +0000 2020, -97.134208, 32.844933, @ohiowa89 Caribbean Life on HGTV https://t.co/UKxEP8oYUt 
SulemUrbina, Fri Apr 24 03:04:39 +0000 2020, -112.124676, 33.552863, Bottoms up @Micheladatime @JoelDiazBoxing and @DuranSports live on YouTube 
tjmalcom24, Fri Apr 24 03:04:39 +0000 2020, -93.756100, 41.636688, @ChrisMWilliams Yes 
JCalynnArt, Fri Apr 24 03:04:39 +0000 2020, -76.920117, 38.603521, #TheAsylum 
AmbitiousK__, Fri Apr 24 03:04:39 +0000 2020, -86.791549, 36.200008, Beggars can’t be choosers 
luke_berding2, Fri Apr 24 03:04:39 +0000 2020, -93.194233, 43.147902, Iowa Grown baby 
rback21, Fri Apr 24 03:04:39 +0000 2020, -98.540651, 29.417501, @FGtheCEO Great debate there 
EmbraceMeHere, Fri Apr 24 03:04:39 +0000 2020, -83.173867, 32.678207, Why must you continue to make my life a living hell @Chargers 
PrincessA674, Fri Apr 24 03:04:39 +0000 2020, -87.732013, 41.833585, @Saints we’re in the clock! It’s our Turn! 🥳🥳🥳🥳🥳 
KandyJack0524, Fri Apr 24 03:04:40 +0000 2020, -86.680738, 32.576227, What the holy fuck. He said inject the disinfectant. This wasn’t hearsay. Y’all he said..... I CANNOT WHAT A MORON.… https://t.co/DDx0EcN6SO 
jamieplus6, Fri Apr 24 03:04:40 +0000 2020, -84.083795, 39.642989, I do look forward to this again! 🐺🐺🐺 
cuse34, Fri Apr 24 03:04:40 +0000 2020, -120.882482, 47.273022, Murray is an absolute home run pick for the #Chargers.  Can play all three downs and tackles everything.  Giving up… https://t.co/JIEuA5OoV4 
esantama, Fri Apr 24 03:04:40 +0000 2020, -80.428182, 25.610864, @JOSHMBB19 You got that right!  We are all very proud of you!!!! 
thehandsmells, Fri Apr 24 03:04:40 +0000 2020, -93.105649, 44.941516, Bingo. 
Danielphilly1, Fri Apr 24 03:04:40 +0000 2020, -73.440939, 41.156281, @MoveTheSticks @mortreport Howie 😡😡😡😡😡 
TomSullBoston, Fri Apr 24 03:04:40 +0000 2020, -71.088712, 42.313670, @NewYorker https://t.co/ldBDO3vPx4 
n_aJetManner_, Fri Apr 24 03:04:40 +0000 2020, -80.846785, 35.209059, Nope🤣 
prestonpoole405, Fri Apr 24 03:04:40 +0000 2020, -97.463645, 35.327468, ⚡️⚡️⚡️ 
Fay_Neeka, Fri Apr 24 03:04:40 +0000 2020, -76.593943, 24.074967, Smt i literally so use to sleeping next to Raheem that everytime I have to sleep without him ise have insomnia 
joshhmayo, Fri Apr 24 03:04:40 +0000 2020, -111.135516, 32.388011, SAINTS GO WITH HURTS OR QUEEN 
XavierMarable, Fri Apr 24 03:04:40 +0000 2020, -84.344932, 39.864129, @xx_gabbyy a min*😂 
noeelanii, Fri Apr 24 03:04:40 +0000 2020, -120.674290, 35.631039, I’ve done this every time I’ve dyed my hair and never have had this happen... 
william_bottini, Fri Apr 24 03:04:40 +0000 2020, -73.968542, 40.780709, You ever see anything like this? This is what I want. #AnimalCrossing #ACNH #TwinPeaks #Judy https://t.co/y1ySqBrubQ 
dredmarv, Fri Apr 24 03:04:40 +0000 2020, -74.035914, 41.130904, I hope we get atleast two weeks of summer 
silvana_ml, Fri Apr 24 03:04:40 +0000 2020, -112.127649, 33.383907, Acordándome de @slobotzky_  “cotorreando y chismeando” @lacotorrisa https://t.co/wocnRqMQ43 
patves, Fri Apr 24 03:04:41 +0000 2020, -98.123250, 29.705614, @tedcruz 😂😂😂 
SherryPCMO, Fri Apr 24 03:04:41 +0000 2020, -111.931711, 34.168253, @BridgetSterli19 We need mask wearing tutorials just like the hand washing tutorials. 
Le_AssMan, Fri Apr 24 03:04:41 +0000 2020, -117.772917, 34.065450, This!!!!! Make it happen, @NintendoAmerica I miss the soundtrack to Pokémon emerald 😭 
tahj__ivycarter, Fri Apr 24 03:04:41 +0000 2020, -78.748399, 42.907207, my doctor recommended this a couple years ago but i didn’t have much knowledge on it so i declined. do you think th… https://t.co/LIEumRvQPt 
DanAlban, Fri Apr 24 03:04:41 +0000 2020, -77.101999, 38.880845, @brianlfrye Is it a custom conversion van?!?! 
ninamom_, Fri Apr 24 03:04:41 +0000 2020, -76.638008, 39.976776, yo seré tu camello 
MattSawyer21, Fri Apr 24 03:04:41 +0000 2020, -75.117998, 40.004866, @Brand_so215 @Eagles I like him but read my other tweet 
bobert84, Fri Apr 24 03:04:41 +0000 2020, -77.236969, 38.805115, #TrumpMeltdown 
StoneNation55, Fri Apr 24 03:04:41 +0000 2020, -93.208902, 30.331407, Biggest shock of tonight’s draft! An absolute steal for Netflix! 
JDub4Browns, Fri Apr 24 03:04:41 +0000 2020, -81.556333, 41.398685, ...loving this draft!!!!  #browns4life Diggin the album changes!!! @DesmondHoward https://t.co/JDY63LNSfi 
Dreyaaaaaaa, Fri Apr 24 03:04:41 +0000 2020, -73.831187, 40.670879, @allette_ Syempre andon pamilya ko. Haysss 
